name,symbol,current_price,total_volume,market_cap
Tower,tower,0.00996527,211024,15815309
Grape,grp,3.56,243761,15772526
Aeternity,ae,0.03706863,512245,15757966
Arkadiko,diko,0.207253,4179.68,15757784
KOMPETE,kompete,0.02322413,16144.02,15702702
Gamium,gmm,0.0003349,248492,15681357
Juventus Fan Token,juv,2.19,3923289,15463781
dForce USD,usx,0.992086,1293.01,15391548
Hacash Diamond,hacd,166.05,26896,15375052
Fractal,fra,0.00132618,395578,15369657
Matrix AI Network,man,0.03446309,286855,15342216
BabyBonk,babybonk,3.65e-11,5133887,15335227
DexNet,dexnet,0.03829831,783848,15294305
BXN,bxn,0.00308349,439367,15289038
Toucan Protocol: Base Carbon Tonne,bct,0.831172,10566.14,15284594
Thales,thales,0.278175,31261,15274674
veCRV-DAO yVault,yve-crvdao,0.745024,111.57,15272701
GoGoPool ggAVAX,ggavax,34.61,12935.69,15272059
Picasso,pica,0.00291765,524617,15227535
Port3 Network,port3,0.134885,1293904,15191022
Thought,tht,0.03357099,50373,15161478
Honeyland,hxd,0.04157812,116138,15150676
BIDZ Coin,bidz,0.00507941,64920,15039904
Houdini Swap,lock,0.473336,116823,15027099
Prisma mkUSD,mkusd,0.979922,152716,14979604
Peercoin,ppc,0.518361,120606,14924409
Datamall Coin,dmc,0.03875796,677169,14894335
Ethix,ethix,0.211193,215.33,14888532
Tarot,tarot,0.238402,52187,14879570
Wagmi,wagmi,0.00981609,61356,14841443
Ovr,ovr,0.289079,778391,14819716
WeWay,wwy,0.00393729,2783242,14798526
AI INU,aiinu,0.03400493,487831,14769833
Diamond Launch,dlc,0.15366,73792,14763105
NFTX,nftx,35.12,64519,14749109
