name,symbol,current_price,total_volume,market_cap
Joe Coin,joe,0.01242902,240786,12484281
sBTC,sbtc,60908,2.67,12475186
The Professor,lab,0.01249318,33159,12465547
ParagonsDAO,pdt,0.100306,2889.93,12458386
SnailBrook,snail,0.00015122,12586.35,12456680
PLAYA3ULL GAMES,3ull,0.00127604,491932,12431062
Cellframe,cell,0.434024,239948,12430195
FU Money,fu,0.052632,479686,12420090
Fractal,fra,0.00106993,443491,12402278
Badmad Robots,metal,0.01718011,56414,12367405
Azuro Protocol,azur,0.081413,379876,12367112
TARS Protocol,tai,0.104401,2563718,12366067
Newscrypto Coin,nwc,0.072858,49100,12341418
00 Token,00,0.053049,445540,12338281
Stake DAO,sdt,0.215923,7781.53,12298881
SAD HAMSTER,hammy,0.0123112,1615264,12297579
Ovr,ovr,0.239693,544912,12295784
Ferrum Network,frm,0.04618857,328387,12241022
SubQuery Network,sqt,0.01103725,132763,12215626
TrustSwap,swap,0.121526,575297,12151306
Hathor,htr,0.04778112,346190,12141031
Acet,act,0.00556007,436924,12135231
Media Licensing Token,mlt,0.082397,295720,12062982
NvirWorld,nvir,0.00980844,2254825,12040369
Affyn,fyn,0.03323261,538704,12036207
Flamengo Fan Token,mengo,0.416485,52356,11994065
Yield App,yld,0.04501778,158014,11981888
Arix,arix,1.21,274465,11974152
Amulet Protocol,amu,0.02637398,2273607,11959566
Thetanuts Finance,nuts,0.01130886,27915,11933361
WeWay,wwy,0.00315824,2313424,11900629
PIP,pip,0.063111,22921,11899154
Indigo Protocol,indy,0.93846,113050,11876998
Steam Exchange,steamx,0.04464686,128716,11857585
Apollo,apollo,0.162346,13709.9,11830940
Ethix,ethix,0.167816,336.28,11830523
Warped Games,warped,0.00218049,13768.23,11821425
